,User,Tweet,Like Count,Retweet count,Education Affiliation,Sentiment,Subjectivity,Opinion Expressed
144,MrsWall08620646,When you have to miss an online @curipodofficial session because you are talking to the nice lady from TIME magazin… https://t.co/eoAMs58WR2,19,1,FALSE,Positive,Very biased,FALSE
145,shareefpovval,"Our 25 teachers rocked the hands-on AI-based teaching workshop, embracing new technologies with enthusiasm.  Gratef… https://t.co/NPz1A7Zdsn",0,0,FALSE,Positive,Slightly biased,TRUE
146,Ranga_EDU,"RT @harrymyschoolai: New Episode Alert!!
Excited to have @Ranga_EDU join me on the Y-AI? Podcast!  We delve into AI in education and explor…",0,1,TRUE,Positive,Very biased,FALSE
147,aiteachingguru,"AI promises to transform homework with personalised, efficient learning. Yet, we mustn't overlook the risk of erodi… https://t.co/ViZdhNiWpb",2,2,TRUE,Neutral,Factual,TRUE
148,harrymyschoolai,"New Episode Alert!!
Excited to have @Ranga_EDU join me on the Y-AI? Podcast!  We delve into AI in education and exp… https://t.co/loTg8anTwC",6,1,TRUE,Positive,Very biased,FALSE
149,Edugist,Explore the exciting world of AI-driven tools reshaping classrooms. From personalized learning to smart grading and… https://t.co/XUpEIg10Bn,0,0,TRUE,Positive,Very biased,TRUE
150,Edugist,"Time to Upgrade Your Teaching Toolkit! Explore top AI-driven tools by Daniel Imeli, a member of our Education Voice… https://t.co/XMWw6MK7Kr",2,0,TRUE,Positive,Slightly biased,TRUE
151,Harr_Ferguson,RT @Akali65: Excited to share my new video! Discover 5 strategies fostering  learning with AI &amp; unique assessments that can't be replicated…,0,1,FALSE,Positive,Very biased,TRUE
152,AInnovationAI,📢 Exciting news! Region 16 is hosting an artificial intelligence conference for educators in the area. Learn how AI… https://t.co/nwt2zVtWIr,0,0,FALSE,Negative,Very biased,FALSE
153,9Thamman,"RT @Miglaniranjan: AI-powered tutors support students: Personalized guidance, anytime, anywhere. #AIinEducation #SmartTutors #EdTechSupport…",0,1,FALSE,Neutral,Factual,TRUE
154,MrsWall08620646,Love this as a really quick guide to giving feedback to students on @curipodofficial #AIineducation #AIclassroom… https://t.co/6ZsBWIsC0x,4,0,FALSE,Positive,Very biased,TRUE
155,Edugist,"AI-driven personalized learning is reshaping classrooms, tailoring education to each student's needs and passions.… https://t.co/dLgcjKrnAp",0,0,TRUE,Neutral,Factual,TRUE
156,Akali65,Excited to share my new video! Discover 5 strategies fostering  learning with AI &amp; unique assessments that can't be… https://t.co/DIdloIekG9,2,1,FALSE,Positive,Very biased,TRUE
157,Miglaniranjan,"AI-powered tutors support students: Personalized guidance, anytime, anywhere. #AIinEducation #SmartTutors… https://t.co/6DTwnRwnwQ",1,1,FALSE,Neutral,Factual,TRUE
158,minerclass,August Edition of Harnessing AI for a Human-Centered Education Newsletter is here! From AI literacy &amp; AI writing in… https://t.co/zkNaUHtqMX,2,0,FALSE,Neutral,Factual,TRUE
159,GrowthOverTime,"📢 Join the ""Teaching in the Age of AI"" webinar! 
- what will our classrooms be like? 
- lessons from past innovatio… https://t.co/NSUardcER2",0,0,FALSE,Negative,Slightly biased,FALSE
160,ST_AI02,"📚 Smart Learning: AI-powered educational tools tailor learning experiences, helping students grasp concepts at thei… https://t.co/8S188VYi6E",0,0,FALSE,Positive,Slightly biased,TRUE
161,elemenous,"🚀 From Apple Distinguished Educator to Director of Learning at Apple, Dr. William Rankin's journey is awe-inspiring… https://t.co/hbSpKHZnrV",3,2,FALSE,Neutral,Factual,FALSE
162,Amplify,"🎙️  Join Math Teacher Lounge for a mini-series on AI! 

🤖 Discover AI's impact on education, with insights from Jen… https://t.co/HhE94kiJPF",6,3,FALSE,Neutral,Factual,FALSE
163,ContactNorth,"📚 Book of the Week! 🌐🤖 

Explore the future of #HigherEd with “AI &amp; Learning Futures” by Stefan Popenici + the impl… https://t.co/LPyK0txXXh",1,0,FALSE,Neutral,Slightly biased,FALSE
164,GlobalEdAction,Power up your teaching methods with the help of #AI. Explore our collection: https://t.co/kZVF64HpmW #AIinEducation… https://t.co/RFvBDqabzN,1,0,FALSE,Neutral,Factual,TRUE
165,packbackco,"🤖Students are embracing AI like #ChatGPT, but how can we ensure they don't lose their unique voices? 🚀Explore ways… https://t.co/FC7q04ksVK",1,0,FALSE,Positive,Very biased,TRUE
166,AruvianDigital,🎓 AI in Education: Personalized learning experiences through AI-powered tutoring and adaptive assessments are resha… https://t.co/8Lz7kYuTRp,1,0,FALSE,Neutral,Factual,TRUE
167,TheNatCollege,"Karl C. Pupé explores the possibilities that AI brings to the classroom, and how it's transforming the way we teach… https://t.co/bDqZXGJK3w",0,0,FALSE,Neutral,Factual,TRUE
168,Law_Crossing,AI in Law School Admissions! University of Michigan Law School takes a bold step by implementing AI ban. Learn abou… https://t.co/7m9IrZvxjD,0,0,FALSE,Negative,Very biased,TRUE
169,AstroNoir__,Discover how AI is transforming the education landscape in our latest article. Explore the potential of AI for pers… https://t.co/nLmoKPfxU1,0,0,FALSE,Positive,Very biased,TRUE
170,c_salem2,"RT @ellen_nayeli: Looking for a tool that simplifies academic research? 👩‍🎓 👨‍🎓
Check out @ConsensusNLP🔍 
@ConsensusNLP is an AI-powered ap…",0,1,FALSE,Neutral,Factual,FALSE
171,GetKlatch,Join Klatch for an illuminating live workshop on AI in Education. You will uncover how to start teaching about AI a… https://t.co/xR45Z7UBoo,0,0,FALSE,Positive,Slightly biased,FALSE
172,LearnWiseAI,"Wondering how universities are leveraging AI?

A short read into the innovative projects and strategies by universi… https://t.co/snH1nyKSxJ",1,0,TRUE,Positive,Very biased,FALSE
173,Matellio_Inc,Harvard University plans to use an AI chatbot similar to ChatGPT as an instructor on its flagship coding course. Th… https://t.co/MsYk4kicl3,0,0,FALSE,Neutral,Slightly biased,TRUE
174,elemenous,Revolutionize your learning methods with our #AIinEducation resources! Start today: https://t.co/9Czm0tDBXm #generativeAI #OpenAI #AImpactEd,0,0,FALSE,Neutral,Factual,TRUE
175,BambukiL,"VSBLTY'S AI TO EXPAND FOCUS TO SECURITY &amp; RETAIL MEDIA NETWORKS
#SchoolSecurity
#AISecurity
#SmartSecurity… https://t.co/kcRMGVUIUf",8,2,FALSE,Neutral,Factual,FALSE
176,MarianeKhater,"RT @asucdma: AI will transform the way we learn, making education more personalized and adaptive to individual needs. 🎓📚📖 #EdTech #AIinEduc…",0,1,FALSE,Positive,Slightly biased,TRUE
177,domarketimpulse,"🎓 AI in education can personalize learning experiences, identify gaps in learning, and provide adaptive coursework.… https://t.co/3EiYx039iQ",1,0,FALSE,Neutral,Factual,TRUE
178,asucdma,"AI will transform the way we learn, making education more personalized and adaptive to individual needs. 🎓📚📖… https://t.co/7DBcnwGZlJ",1,1,FALSE,Positive,Slightly biased,TRUE
179,GamaLearn,"📢 New Blog Announcement: ""The Rise of ChatGPT"" Series Part-1 is now live.
Discover the full article here:… https://t.co/HyBEhGqfRO",2,0,TRUE,Positive,Very biased,FALSE
180,C4DWellbeing,🔍🎓 Worried about AI in Australian education? 🤖💡 The Centre for Digital Wellbeing proposes a multifaceted approach!… https://t.co/UuY8EmyOVR,3,2,FALSE,Neutral,Factual,FALSE
181,bar_zie,"RT @bar_zie: Here are some steps you can take to help your students create AI advisory boards at your schools.

#AI #AIineducation #AIadvis…",0,1,FALSE,Neutral,Factual,FALSE
182,chatgptglobal,"JUST IN: Augusta County School Board delves into the potential impact of AI in classrooms, fostering growth, embrac… https://t.co/j3lnzuhPMI",0,0,FALSE,Neutral,Very biased,TRUE
183,TheEducatorAU,"The Federal Government seeks feedback from principals, teachers, parents, and education stakeholders to ensure stud… https://t.co/oX4zpehpZH",2,0,TRUE,Neutral,Factual,FALSE
184,bren_wagner,RT @elemenous: Check out our collection and make #AI your new teaching assistant! #AIinEducation #generativeAI #OpenAI https://t.co/9Czm0tD…,0,1,FALSE,Positive,Slightly biased,TRUE
185,elemenous,Check out our collection and make #AI your new teaching assistant! #AIinEducation #generativeAI #OpenAI https://t.co/9Czm0tDBXm #AImpactEd,1,1,FALSE,Positive,Slightly biased,TRUE
186,TCEA,"Get an editable #ChatGPT prompt for lesson planning and see prompt examples for activities, ideas, and differentiat… https://t.co/U0b70L9Ivc",75,28,FALSE,Neutral,Factual,TRUE
187,NieskensJD,Give a creative twist to school projects with @HyperWrite! Enable students to experiment with AI-powered text gener… https://t.co/js2uxt1LmW,0,0,FALSE,Positive,Very biased,TRUE
188,EducationNews_b,Top law school now welcomes #ChatGPT for admissions process! #AI revolutionizing education by allowing applicants t… https://t.co/GSNaTNIv1u,0,0,TRUE,Positive,Slightly biased,TRUE
189,EduLinkAI,🚀1 month since launch &amp; the response to EduLink AI has been phenomenal! 🎉 Massive uptake of The Checker AI &amp; glowin… https://t.co/rfhph48Zds,1,0,TRUE,Positive,Very biased,FALSE
190,HollyClarkEdu,"🌞😎 This summer, join our FREE event for #educators! Boost  teaching with AI in classrooms &amp; schools.

🚀 10 sessions… https://t.co/IpI2JnXV7d",9,2,TRUE,Positive,Very biased,TRUE
191,LindseyBowenDLC,"RT @TCEA: Boggle anyone? Learn how to use #ChatGPT to code your very own Boggle Game with Google Sheets. 

https://t.co/W9lodptOfM  via @Em…",0,2,FALSE,Positive,Very biased,FALSE
192,ZeinaChalich,How might we design responsibly with #AI &amp; emerging tech? 🤖 Start with thoughtful design around the world we truly… https://t.co/qvwSMKi7nN,5,0,FALSE,Positive,Very biased,TRUE
193,TCEA,Boggle anyone? Learn how to use #ChatGPT to code your very own Boggle Game with Google Sheets.… https://t.co/DzYm74zpsL,11,2,FALSE,Positive,Very biased,FALSE
194,HiLink_Inc,"🎓 Join Catherin Coyle (@classroomcreations on TikTok), a respected teacher &amp; educational influencer, as she unveils… https://t.co/31lBk18Z4F",1,0,FALSE,Positive,Slightly biased,FALSE
195,Lkennedy37,RT @tbelmontedu: How do AI-powered edtech tools actually work? Here's a quick breakdown of how a teaching tool can communicate with service…,0,1,FALSE,Positive,Slightly biased,TRUE
196,TIACONtx,"Who remembers #SCANTRON from #TIACON23? 🤖

Well, with the help of the AI Photo Generator, Fotor, we turned it into… https://t.co/2anZgXX0e2",4,0,FALSE,Neutral,Factual,FALSE
197,tbelmontedu,How do AI-powered edtech tools actually work? Here's a quick breakdown of how a teaching tool can communicate with… https://t.co/uImzyep70G,5,1,TRUE,Positive,Slightly biased,TRUE
198,EntrepreneursAI,"2️⃣ Language Tutor: Program ChatGPT to help language learners practice conversation. 

Example: Subscription-based… https://t.co/lTU6Cc0A3d",1,0,FALSE,Neutral,Factual,TRUE
199,DigCxO,"AI-driven EdTech is revolutionizing the K–12 learning landscape, bringing personalized learning experiences closer… https://t.co/MjyySxQwUy",1,1,FALSE,Neutral,Factual,TRUE
200,gumruyanzh,Exciting News!Thrilled to announce the launch of our AI-powered startup in education! Our team has been working har… https://t.co/8AzSQM7ROW,0,0,FALSE,Positive,Very biased,FALSE
201,007NewsToday,Is it fair for AI chatbots to help students revise for exams? 🤖📚 Will this lead to a generation of lazy learners?… https://t.co/qwIVK251y7,0,0,FALSE,Negative,Very biased,TRUE
202,ellen_nayeli,"Looking for a tool that simplifies academic research? 👩‍🎓 👨‍🎓
Check out @ConsensusNLP🔍 
@ConsensusNLP is an AI-powe… https://t.co/XYGyhJJXUD",1,1,FALSE,Neutral,Factual,TRUE
203,scotthmoss,@MJMadda I heard that @lacoe_ito is having an amazing keynote speaker for its AI Symposium on Friday! We are very e… https://t.co/acohAC8rZ5,3,0,FALSE,Positive,Very biased,FALSE
204,bar_zie,"Here are some steps you can take to help your students create AI advisory boards at your schools.

#AI… https://t.co/U9PGbBkf1Y",2,1,FALSE,Neutral,Factual,FALSE
205,Techstrongai,"AI is transforming K–12 education, personalizing learning for students like never before. Learn how in our latest a… https://t.co/HjERpZic7S",0,0,FALSE,Positive,Very biased,TRUE
206,AngelesVteacher,"RT @techcoachjuarez: Expediting Your Workflow with https://t.co/imFkIFQkxe: Spreadsheets, CSV Files &amp; Analysis of Student Data

https://t.c…",0,1,TRUE,Neutral,Factual,FALSE
207,Ed3educators,"RT @Ed3DAO: 🔔Education vs AI🤖: Teachers tweak assignments to beat AI chatbot, ChatGPT, used by students for homework. A ""homework apocalyps…",0,1,TRUE,Negative,Factual,TRUE
208,reinforz,"Visit Reinforz : https://t.co/rFFrqz5YvU
Contact us : https://t.co/dMBYbI99kG

#edtech #aiineducation #automation… https://t.co/HbVrdG8hFh",7,0,FALSE,Neutral,Factual,FALSE
209,Rahuldev_Gandhi,AI in Education: An in-depth analysis of the role technology plays in our learning systems: https://t.co/Dw4veb6Prg… https://t.co/dLNRACWacy,1,0,FALSE,Neutral,Factual,FALSE
210,GlobalEdAction,Ready to dive into the world of #AI in education? Check out our collection! #AIinEducation https://t.co/kZVF64HpmW #generativeAI #OpenAI,1,0,FALSE,Positive,Slightly biased,FALSE
211,Ed3DAO,"🔔Education vs AI🤖: Teachers tweak assignments to beat AI chatbot, ChatGPT, used by students for homework. A ""homewo… https://t.co/pQv9GtEEZl",5,1,FALSE,Neutral,Factual,TRUE
212,maiikamichel,"6️⃣ Empowering Education: AI is reshaping the way we learn! Adaptive learning platforms, AI tutors, and smart conte… https://t.co/seyaW4oarX",0,0,FALSE,Positive,Very biased,TRUE
213,rajgup_,"📚 Education will undergo a profound transformation with AI. Personalized learning experiences, intelligent tutoring… https://t.co/8Dy8SHhdb9",0,0,FALSE,Positive,Very biased,TRUE
214,Splashgain,"Gone are the days of laborious manual question creation; now, educators and institutions can leverage the power of… https://t.co/eQifZekBYq",0,0,FALSE,Neutral,Factual,TRUE
215,schoolXai,"At https://t.co/FpAZeWHY1Q, It's time to level up your coding skills with the support of ai. Head online to start y… https://t.co/nKOEyTrLpx",0,0,TRUE,Neutral,Factual,FALSE
216,ClassPointIo,"""Experience the power of AI in education and unleash students' full potential with Classroom AI. Empower educators… https://t.co/yuXxdBYHEY",2,0,FALSE,Positive,Very biased,TRUE
217,MutluCukurova,"Glad to see that our paper on ""Automated Detection of Students' Gaze Interactions in Collaborative Learning Videos""… https://t.co/W5vHKualOp",62,5,FALSE,Positive,Very biased,FALSE
218,ePravesh,"Gone are the days of laborious manual question creation; now, educators and institutions can leverage the power of… https://t.co/fi8LYG53as",0,0,FALSE,Neutral,Factual,TRUE
219,digitalenabled,One of the challenges that the future use of #AIinEducation poses is how to help both teachers &amp; learners make use… https://t.co/CTRgHvFlOp,2,0,FALSE,Neutral,Slightly biased,TRUE
220,RL222,"🌟🎓 Empower the education revolution with AI excellence from #AIGC_Monica! 🚀💡 AI-driven personalized learning, smart… https://t.co/V6wxFztaTs",0,0,FALSE,Neutral,Factual,TRUE
221,ZeinaChalich,"The new Australian Framework for #AI in Schools encompasses 6 core elements:

1. Teaching &amp; Learning 👩🏻‍🏫
2. Human… https://t.co/zyLnEIbU2y",8,3,FALSE,Positive,Slightly biased,FALSE
222,HollyClarkEdu,"So thankful to @microsoftflip for having me to their booth to sign my book, The AI Infused Classroom! Ian  always s… https://t.co/EL3al1wqdk",46,6,TRUE,Neutral,Factual,FALSE
223,writeradar,"🍎 Empowering Educators with AI-Driven Solutions 📚

Revolutionize learning with AI transcriptions and content genera… https://t.co/U0X8WMfqcG",8,0,FALSE,Neutral,Factual,TRUE
224,elemenous,Discover how #OpenAI is reshaping education with our selected resources on #AIinEducation! Ready to learn? https://t.co/9Czm0tDBXm #edchat,0,0,FALSE,Positive,Slightly biased,TRUE
225,Hmason36,🤖 Aug 25 is all about #AIinEducation! Explore how students can benefit from AI-assisted assessments and improvement… https://t.co/DVr7pE3CAO,0,0,FALSE,Neutral,Factual,TRUE
226,GlobalEdAction,Unlock the potential of #AI in your classroom! Our resources can guide you: https://t.co/kZVF64HpmW #AIinEducation #edchat,4,2,FALSE,Neutral,Very biased,TRUE
227,techcoachjuarez,"Expediting Your Workflow with https://t.co/imFkIFQkxe: Spreadsheets, CSV Files &amp; Analysis of Student Data… https://t.co/Vt6Xj9Hbvd",2,1,FALSE,Neutral,Factual,FALSE
228,Canuckfourlife,"RT @BambukiL: The safety of our children in schools is essential and here $VSBY has a perfect solution with its partners!

#SchoolSecurity…",0,1,FALSE,Positive,Very biased,FALSE
229,MrsKylieHand,Got this hot off the press thanks to @JessicaSahl. 🔥This @LeBowMBA research has already helped improve my AI prompt… https://t.co/N2aqh4QWA0,2,0,FALSE,Positive,Very biased,FALSE
230,techcoachjuarez,"Expediting Your Workflow with https://t.co/imFkIFQSmM: Spreadsheets, CSV Files &amp; Analysis of Student Data… https://t.co/OiFnI8G4Z1",0,0,FALSE,Neutral,Factual,FALSE
231,techcoachjuarez,"Expediting Your Workflow with https://t.co/imFkIFQkxe: Spreadsheets, CSV Files &amp; Analysis of Student Data… https://t.co/T5IOLg2L4U",3,0,FALSE,Neutral,Factual,FALSE
232,MeenakshiMalha2,"RT @Reflectivediary: In the weekly #SundayDiaryy~ Embracing AI in Education

Embracing AI in education can revolutionize the way we learn!…",0,1,FALSE,Neutral,Factual,TRUE
233,devficsolutions,"🤖📚 Unleash the power of AI in education! Personalized learning experiences cater to individual needs, while UX desi… https://t.co/iAogjplOIb",0,0,FALSE,Neutral,Slightly biased,TRUE
234,techcoachjuarez,"Expediting Your Workflow with https://t.co/imFkIFQkxe: Spreadsheets, CSV Files &amp; Analysis of Student Data… https://t.co/yCns1ZmJQs",1,0,FALSE,Neutral,Factual,FALSE
235,techcoachjuarez,"Expediting Your Workflow with https://t.co/imFkIFQkxe: Spreadsheets, CSV Files &amp; Analysis of Student Data… https://t.co/npDElJNpxz",0,0,FALSE,Neutral,Factual,FALSE
236,momblogger,"In the years to come, we can expect to see even more innovative and effective applications of AI in education but t… https://t.co/UAm7Va9gTS",5,0,FALSE,Positive,Very biased,TRUE
237,Reflectivediary,"In the weekly #SundayDiaryy~ Embracing AI in Education

Embracing AI in education can revolutionize the way we lear… https://t.co/O0wmyxiGfN",9,1,FALSE,Neutral,Factual,TRUE
238,techcoachjuarez,"Expediting Your Workflow with https://t.co/imFkIFQSmM: Spreadsheets, CSV Files &amp; Analysis of Student Data… https://t.co/E8vXa9vA8y",1,0,FALSE,Neutral,Factual,FALSE
239,R_Sng,"RT @inworld_ai: With Inworld's intelligent #AI NPCs and @elevenlabsio voice technology, experience #GTAV as never before in the Sentient St…",0,5,FALSE,Positive,Very biased,FALSE
240,keyoke_za,"Generative AI, a form of artificial intelligence, uses deep neural networks to create new content based on patterns… https://t.co/Sp9fv9o7GU",0,0,FALSE,Negative,Very biased,FALSE
241,AITechReviews,💰🤖 Curious about making money with ChatGPT? Explore strategies and opportunities to harness the power of AI  for pr… https://t.co/Hmmd9W9IvU,0,0,FALSE,Negative,Very biased,FALSE
242,Damien_CABADI,"RT @enricomolinari: #RetailTech #banking of the future 

TY Giorgio Torre via @enricomolinari #payments #AI #marketing #GovTech #fintech #f…",0,4,FALSE,Neutral,Slightly biased,FALSE
244,thestudio_id,"Putting ChatGPT in the hot seat for a marketing battle you don't want to miss. 🥊 https://t.co/OFycXPb8lU

#chatgpt… https://t.co/3yzJFiHO0Z",0,0,FALSE,Positive,Very biased,FALSE
245,JimyTuits,"sweet 🍬

$HRT $LW 

Like 😎 🙏
 #news  #Stocks  #ToTheMoon  #tradingstrategy  #StockMarket  #UnusualActivity… https://t.co/jOB0S3Vywf",0,0,FALSE,Positive,Very biased,FALSE
246,vini_jaiswal,"RT @theCUBE: What role is AI playing in the hiring process? 🤖

According to influencer @vini_jaiswal, #ChatGPT has shifted the recruitment…",0,1,FALSE,Neutral,Factual,FALSE
247,dinisguarda,"RT @enricomolinari: How #ChatGPT and #GenerativeAI can Transform the Future of Business

@Technology_GD via @enricomolinari 📌 #GenerativeAI…",0,15,FALSE,Neutral,Slightly biased,FALSE
248,NorboyevHasan,"RT @Businessedge_co: ChatGPT Plugins are incredible, but the plugin discovery is quite the challenge 🤯

We have you covered! 

Our director…",0,158,FALSE,Positive,Very biased,FALSE
249,dinisguarda,"RT @debashis_dutta: 👌MetaGPT: The Multi-Agent Framework👈
Assign different roles to GPTs to form a collaborative software entity for complex…",0,5,FALSE,Neutral,Very biased,FALSE
250,QBotGPT,"RT @QBotGPT: 🌐 Exciting news to our users in China! 🎉 We've integrated with Alipay to make subscribing to Q, ChatGPT for Slack even easier!…",0,2,FALSE,Positive,Very biased,FALSE
251,GeorgeMcInt,RT @emilymbender: More excellent coverage of the exploitative labor practices behind #ChatGPT (and the like) and their impact on workers in…,0,86,FALSE,Positive,Very biased,FALSE
252,dinisguarda,"RT @jamilahmed_16: 🤖What are the 12🔝Key Benefits of #AI for #Businesses in 2023❓via @Khulood_Almani

https://t.co/Ul971Drlqv…

#GenerativeA…",0,23,FALSE,Neutral,Factual,FALSE
253,TheMediaShower,"How to Create a Customer Journey Map (with ChatGPT Prompts)💻

Attention, busy marketing managers: uncover valuable… https://t.co/6wrvhE9tPE",0,0,FALSE,Positive,Slightly biased,FALSE
254,Amitjainisme,"RT @_0xKenny: $DNX $0.18 -&gt; $0.40 

ALL IN AI.

#chatGPT  #AI https://t.co/tDZAsMqWpv",0,6,FALSE,Neutral,Factual,FALSE
255,lawdroid,How GCs Can Use #GenerativeAI To Speak The Language Of Business More Fluently - .@atlblog https://t.co/IFRtz1qc0F… https://t.co/HhhI645tVP,0,0,FALSE,Positive,Slightly biased,FALSE
256,dinisguarda,"RT @Khulood_Almani: 🏆🌎What are the World's🔝100 Brands in 2023❓

https://t.co/jgbzVI8Qms

v/@VisualCap 
#AI #ChatGPT #GenerativeAI #Tech #te…",0,82,FALSE,Neutral,Factual,FALSE
257,dinisguarda,"RT @c4trends: Top 100 Global Brands in 2023 v/@VisualCap @Khulood_Almani 

#technology #tech #innovation #ChatGPT #GenerativeAI #DataAnalyt…",0,5,FALSE,Positive,Slightly biased,FALSE
258,Natalie41976525,"by young hotel entire poor myself 1893223😒☺
 #阿姨 #三级片 #中石油 #ChatGPT #内衣大赛 #王者荣耀 #妩媚婷儿 #色情 #腹肌 #陆萱萱 #1对1 #母狗 #91大神… https://t.co/JzqccTqfvV",17,17,FALSE,Negative,Very biased,FALSE
